Ref number,Carbon precursors,Sample name,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),C (%),O (%),N (%),Uptake (mmolg-1),DOI,Year,Title
36,Tea twigs,AC-A3B4,267.0,0.466,,1.0,298.0,,,,2.46,https://doi.org/10.1177/02636174251383610,2025,Activated carbon from tea twig waste via low-temperature KOH activation for efficient CO2 capture: Development mesoporous structures under mild conditions
36,Tea twigs,AC-A3B6,225.0,0.382,,1.0,298.0,,,,1.69,https://doi.org/10.1177/02636174251383610,2025,Activated carbon from tea twig waste via low-temperature KOH activation for efficient CO2 capture: Development mesoporous structures under mild conditions
38,sawdust,S300NZC,4.9574,,,,,60.1,23.8,12.7,8.691,10.3390/ma18143243,2025,Sustainable Development of Sawdust Biochar as a Green and Promising Material for CO2 Capture Technologies
38,sawdust,S300ZC,4.1229,,,,,51.2,29.1,10.2,15.5306,10.3390/ma18143243,2025,Sustainable Development of Sawdust Biochar as a Green and Promising Material for CO2 Capture Technologies
38,sawdust,S500NZC,458.1404,,,,,65.7,15.6,15.8,33.696,10.3390/ma18143243,2025,Sustainable Development of Sawdust Biochar as a Green and Promising Material for CO2 Capture Technologies
38,sawdust,S500ZC,717.5997,,,,,64.5,12.4,15.3,35.3396,10.3390/ma18143243,2025,Sustainable Development of Sawdust Biochar as a Green and Promising Material for CO2 Capture Technologies
39,Porous straw,CSBC,26.91,0.016,0.012,1.0,273.0,72.19,7.59,0.98,1.43,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-CSBC,80.9,0.084,0.026,1.0,273.0,62.64,16.31,0.85,1.59,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BSBC,1.72,0.004,0.002,1.0,273.0,54.77,10.47,0.69,1.48,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-BSBC,4.8,0.023,0.001,1.0,273.0,54.77,10.47,0.69,1.7,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,COBC,5.03,0.016,0.001,1.0,273.0,67.08,9.73,1.18,1.43,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-COBC,40.99,0.062,0.01,1.0,273.0,67.08,9.73,1.18,1.64,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,CSBC,26.91,0.016,0.012,1.0,303.0,72.19,7.59,0.98,0.82,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-CSBC,80.9,0.084,0.026,1.0,303.0,62.64,16.31,0.85,1.02,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BSBC,1.72,0.004,0.002,1.0,303.0,54.77,10.47,0.69,1.02,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-BSBC,4.8,0.023,0.001,1.0,303.0,54.77,10.47,0.69,1.11,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,COBC,5.03,0.016,0.001,1.0,303.0,67.08,9.73,1.18,0.89,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-COBC,40.99,0.062,0.01,1.0,303.0,67.08,9.73,1.18,0.95,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,CSBC,26.91,0.016,0.012,1.0,323.0,72.19,7.59,0.98,0.57,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-CSBC,80.9,0.084,0.026,1.0,323.0,62.64,16.31,0.85,0.64,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BSBC,1.72,0.004,0.002,1.0,323.0,54.77,10.47,0.69,0.86,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-BSBC,4.8,0.023,0.001,1.0,323.0,54.77,10.47,0.69,0.98,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,COBC,5.03,0.016,0.001,1.0,323.0,67.08,9.73,1.18,0.75,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-COBC,40.99,0.062,0.01,1.0,323.0,67.08,9.73,1.18,0.8,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,CSBC,26.91,0.016,0.012,1.0,343.0,72.19,7.59,0.98,0.5,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-CSBC,80.9,0.084,0.026,1.0,343.0,62.64,16.31,0.85,0.57,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BSBC,1.72,0.004,0.002,1.0,343.0,54.77,10.47,0.69,0.75,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-BSBC,4.8,0.023,0.001,1.0,343.0,54.77,10.47,0.69,0.8,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,COBC,5.03,0.016,0.001,1.0,343.0,67.08,9.73,1.18,0.59,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
39,Porous straw,BM-COBC,40.99,0.062,0.01,1.0,343.0,67.08,9.73,1.18,0.64,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
40,waste wood chips,WPC600-3,2332.9,1.1,0.75,1.0,273.0,,,,4.85,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-4,3377.94,1.61,0.48,1.0,273.0,,,,5.59,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-5,3487.6,1.67,0.28,1.0,273.0,,,,5.35,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-6,3686.1,1.88,0.13,1.0,273.0,,,,4.69,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-3,2332.9,1.1,0.75,30.0,273.0,,,,14.57,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-4,3377.94,1.61,0.48,30.0,273.0,,,,28.48,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-5,3487.6,1.67,0.28,30.0,273.0,,,,36.4,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-6,3686.1,1.88,0.13,30.0,273.0,,,,37.47,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-3,2332.9,1.1,0.75,1.0,283.0,,,,3.98,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-4,3377.94,1.61,0.48,1.0,283.0,,,,4.21,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-5,3487.6,1.67,0.28,1.0,283.0,,,,4.24,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-6,3686.1,1.88,0.13,1.0,283.0,,,,3.87,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-3,2332.9,1.1,0.75,30.0,283.0,,,,13.75,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-4,3377.94,1.61,0.48,30.0,283.0,,,,27.06,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-5,3487.6,1.67,0.28,30.0,283.0,,,,33.9,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-6,3686.1,1.88,0.13,30.0,283.0,,,,34.52,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-3,2332.9,1.1,0.75,1.0,298.0,,,,2.9,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-4,3377.94,1.61,0.48,1.0,298.0,,,,3.0,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-5,3487.6,1.67,0.28,1.0,298.0,,,,2.7,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-6,3686.1,1.88,0.13,1.0,298.0,,,,2.76,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-3,2332.9,1.1,0.75,30.0,298.0,,,,12.42,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-4,3377.94,1.61,0.48,30.0,298.0,,,,23.4,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-5,3487.6,1.67,0.28,30.0,298.0,,,,27.98,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
40,waste wood chips,WPC600-6,3686.1,1.88,0.13,30.0,298.0,,,,28.33,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
41,Tea twigs,AC1-B2C6,430.0,0.282,0.141,1.0,313.0,,,,2.2216,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC1-B4C6,180.0,0.216,0.195,1.0,313.0,,,,2.6611,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC1-B8C6,571.0,0.456,0.235,1.0,313.0,41.0,11.45,,3.1033,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC1-B2C7,419.0,0.269,0.201,1.0,313.0,,,,2.4183,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC1-B4C7,687.0,0.558,0.293,1.0,313.0,,,,4.5397,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC1-B8C7,707.0,0.548,0.324,1.0,313.0,77.24,18.18,,5.212,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC2-B2C8,442.0,0.276,0.209,1.0,313.0,,,,3.9576,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC2-B4C8,490.0,0.411,0.221,1.0,313.0,,,,4.7273,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC2-B8C8,380.0,0.249,0.184,1.0,313.0,,,,4.5026,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC2-B2C10,745.0,0.548,0.463,1.0,313.0,70.07,24.65,,3.7409,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC2-B4C10,771.0,0.449,0.373,1.0,313.0,,,,6.2791,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC2-B8C10,1236.0,0.713,0.597,1.0,313.0,,,,6.6074,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC2-B2C12,91.0,0.074,0.036,1.0,313.0,,,,3.5546,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC2-B4C12,297.0,0.193,0.083,1.0,313.0,,,,5.4234,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
41,Tea twigs,AC2-B8C12,370.0,0.264,0.116,1.0,313.0,66.07,25.79,,5.8737,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
42,Asphaltenes,LF-K,1780.0,,,10.0,298.0,92.1,,3.4,9.7,https://doi.org/10.1016/j.crcon.2025.100371,2025,Asphaltene-derived nanoporous carbon materials for CO2 capture and supercapacitors
42,Asphaltenes,LF-KN,916.0,,,10.0,298.0,88.9,,5.7,8.6,https://doi.org/10.1016/j.crcon.2025.100371,2025,Asphaltene-derived nanoporous carbon materials for CO2 capture and supercapacitors
43,Coconut shell,CS-CO2,602.0,0.245,0.211,1.0,303.0,73.5,,0.12,2.0,https://doi.org/10.1016/j.ijrefrig.2025.04.022,2025,Coconut shell derived activated carbon for effective separation of greenhouse gases
43,Coconut shell,CS-ZnCl2,1391.0,0.859,0.24,1.0,303.0,80.6,,0.85,1.5,https://doi.org/10.1016/j.ijrefrig.2025.04.022,2025,Coconut shell derived activated carbon for effective separation of greenhouse gases
43,Coconut shell,ACM,1446.0,0.779,0.692,1.0,303.0,54.6,,0.23,2.5,https://doi.org/10.1016/j.ijrefrig.2025.04.022,2025,Coconut shell derived activated carbon for effective separation of greenhouse gases
43,Coconut shell,Fe-BTC,1213.0,0.625,0.487,1.0,303.0,32.8,,0.2,2.0,https://doi.org/10.1016/j.ijrefrig.2025.04.022,2025,Coconut shell derived activated carbon for effective separation of greenhouse gases
44,Ningdong coal powder,MW200-10,1456.0,0.69,0.61,1.0,273.0,88.07,10.24,,5.15,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
44,Ningdong coal powder,MW200-30,980.0,0.62,0.5,1.0,273.0,88.63,9.95,,4.87,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
44,Ningdong coal powder,MW300-20,1468.0,0.68,0.6,1.0,273.0,85.38,10.25,,5.41,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
44,Ningdong coal powder,MW400-15,2037.0,1.05,0.98,1.0,273.0,85.42,13.48,,5.67,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
44,Ningdong coal powder,MW400-5,1589.0,0.69,0.64,1.0,273.0,85.26,13.05,,5.35,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
44,Ningdong coal powder,MW200-10,1456.0,0.69,0.61,1.0,298.0,88.07,10.24,,3.67,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
44,Ningdong coal powder,MW200-30,980.0,0.62,0.5,1.0,273.0,88.63,9.95,,3.38,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
44,Ningdong coal powder,MW300-20,1468.0,0.68,0.6,1.0,273.0,85.38,10.25,,3.7,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
44,Ningdong coal powder,MW400-15,2037.0,1.05,0.98,1.0,273.0,85.42,13.48,,3.9,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
44,Ningdong coal powder,MW400-5,1589.0,0.69,0.64,1.0,273.0,85.26,13.05,,3.72,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
47,Pristine,K@Mg-1,1020.0,0.59,0.42,1.0,273.0,79.3,16.78,3.92,4.78,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Mg-2,719.0,0.5,0.29,1.0,,,,,4.15,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Mg-3,439.0,0.43,0.21,1.0,,,,,2.41,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Mg-4,152.0,0.29,0.16,1.0,,,,,1.29,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Ca-1,1072.0,0.64,0.45,1.0,,,,,4.82,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Ca-2,734.0,0.47,0.26,1.0,,,,,3.84,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Ca-3,387.0,0.4,0.18,1.0,,,,,2.72,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Ca-4,280.0,0.3,0.01,1.0,,78.63,17.01,4.36,1.61,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Zn-1,1050.0,0.65,0.41,1.0,,78.29,16.97,4.74,5.13,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Zn-2,810.0,0.56,0.3,1.0,,75.84,18.55,5.61,4.33,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Zn-3,639.0,0.6,0.27,1.0,,74.66,19.29,6.05,2.63,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
47,Pristine,K@Zn-4,115.0,0.27,0.03,1.0,,74.07,19.32,6.61,1.07,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
48,Lignin,PK-0.25,1117.0,0.49,0.42,1.0,298.0,73.16,11.29,,3.7,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-0.5,1404.0,0.64,0.53,1.0,298.0,74.42,14.13,,4.03,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-1,1726.0,0.71,0.65,1.0,298.0,78.19,11.91,,4.79,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-2,1986.0,0.85,0.8,1.0,298.0,72.23,16.36,,3.92,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-0.25-PU,1125.0,0.51,0.44,1.0,298.0,81.83,8.14,2.97,4.31,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-0.5-PU,1445.0,0.65,0.55,1.0,298.0,83.95,9.22,3.87,4.74,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-1-PU,1755.0,0.78,0.71,1.0,298.0,84.13,7.56,3.12,4.13,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-2-PU,1977.0,0.93,0.85,1.0,298.0,79.37,12.44,1.69,3.15,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-0.25-HU,1279.0,0.57,0.48,1.0,298.0,81.36,10.75,2.96,4.46,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-0.5-HU,1506.0,0.66,0.58,1.0,298.0,80.93,9.98,1.59,4.77,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-1-HU,1664.0,0.72,0.65,1.0,298.0,77.16,8.11,1.96,4.52,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-2-HU,2126.0,0.97,0.89,1.0,298.0,73.01,15.08,1.34,3.8,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,HU-PK-0.25,1009.0,0.57,0.39,1.0,298.0,78.44,13.64,1.31,3.79,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-0.25,1117.0,0.49,0.42,0.15,298.0,73.16,11.29,,0.79,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-0.5,1404.0,0.64,0.53,0.15,298.0,74.42,14.13,,0.97,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-1,1726.0,0.71,0.65,0.15,298.0,78.19,11.91,,1.19,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-2,1986.0,0.85,0.8,0.15,298.0,72.23,16.36,,0.92,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-0.25-PU,1125.0,0.51,0.44,0.15,298.0,81.83,8.14,2.97,1.4,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
48,Lignin,PK-0.5-PU,1445.0,0.65,0.55,0.15,298.0,83.95,9.22,3.87,1.39,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
